2006,18,1,1,1,2,1,1,2,4.318063335,75.0431540174
2004,24,1,1,4,2,2,2,2,4.2552725051,70.4760196469
2003,45,2,1,3,2,1,1,1,4.8750612634,130.9821773775
2003,43,2,3,4,2,2,2,1,5.0413926852,154.6852929956
2005,50,4,1,2,2,2,1,1,4.318063335,75.0431540174
2008,54,2,1,4,2,2,2,1,4.84509804,127.1157438122
2009,44,2,4,3,2,1,2,1,5.1330212786,169.5285380367
2008,30,1,3,3,2,2,1,1,4.7160033436,111.720849361
2006,41,1,2,3,2,2,2,1,4.7781512504,118.8843593399
2004,52,2,1,2,2,2,2,1,4.8573324964,128.6804882206
2007,45,4,1,3,2,2,1,1,4.7634279936,117.1468169148
2007,34,2,1,2,2,1,2,2,4.3979400087,81.2832532843
2005,35,1,1,2,2,2,2,1,4.494154594,89.492479518
2003,39,2,1,4,2,1,2,1,4.903089987,134.7053751189
2009,54,2,1,2,2,2,2,1,4.903089987,134.7053751189
2009,51,2,1,3,2,1,2,1,4.5051499783,90.4819133566
2003,37,1,3,4,2,1,2,2,4.414973348,82.6796372966
2006,50,2,1,5,2,2,2,2,5.3605517617,212.8423523157
2007,56,2,1,4,2,1,1,1,4.8610263417,129.1566930047
2003,37,1,1,3,2,1,2,1,4.591064607,98.5993438604
2003,38,2,3,4,2,2,2,2,5.3010299957,200.5432623247
2005,40,4,1,2,2,2,2,2,3.9201233263,50.4066608613
2009,75,2,1,4,2,1,2,1,4.4471580313,85.383940379
2007,40,2,1,4,2,2,2,2,5.079181246,160.6424754083
2006,38,1,1,2,2,1,1,2,4.5440680444,94.0727147457
2005,49,2,1,5,2,2,2,1,5.6261863349,277.601417511
2006,43,2,1,2,2,1,1,1,4.4313637642,84.045957654
2004,34,2,4,2,2,1,1,1,4.1760912591,65.1108537153
2008,57,2,1,2,2,1,2,2,4.7558748557,116.2653240625
2003,18,1,2,2,2,1,2,1,4.2552725051,70.4760196469
2004,55,2,1,5,2,2,2,1,5.2764618042,195.6763079905
2005,51,2,1,3,2,2,2,1,4.6190933306,101.402052303
2008,33,1,1,5,2,1,2,2,4.3979400087,81.2832532843
2005,34,1,1,2,2,1,2,2,4.7160033436,111.720849361
2006,36,2,1,4,2,2,2,1,4.4984759678,89.8800467811
2003,56,1,1,5,2,2,1,1,4.4771212547,87.9810327856
2006,70,1,1,4,2,1,1,1,4.4771212547,87.9810327856
2004,25,1,1,4,2,1,2,1,4.6434526765,103.9024706032
2006,32,2,1,3,2,1,2,2,4.6627578317,105.9278107751
2003,27,2,1,1,2,1,2,2,4.1931245984,66.2294082944
2004,28,2,3,4,2,1,2,2,3.5440680444,34.6074177301
2007,27,1,1,4,2,2,2,1,4.6989700043,109.8339856422
2004,43,1,1,1,2,1,1,2,3.8129133566,45.282169994
2005,50,1,4,1,2,1,1,1,4.3010299957,73.7757432747
2004,39,2,2,2,2,2,2,2,4.3979400087,81.2832532843
2008,52,2,1,5,2,1,2,1,5.0413926852,154.6852929956
2009,35,2,1,4,2,1,2,1,5.5906178335,267.9010868553
2007,57,2,1,5,2,2,2,1,5.1760912591,176.9896504899
2006,25,1,1,1,2,1,2,2,4.1931245984,66.2294082944
2006,33,1,1,2,2,2,1,1,4.7558748557,116.2653240625
2005,57,2,1,5,2,2,2,2,5.3010299957,200.5432623247
2008,71,2,1,3,2,1,2,1,4.6232492904,101.8243520757
2004,43,2,1,4,2,1,2,1,5.6068852413,272.2947832201
2003,23,1,1,3,2,1,2,2,3.5563025008,35.0334213215
2009,30,1,1,5,2,2,2,1,4.7403626895,114.4757132903
2004,22,1,2,2,2,2,2,1,4.3979400087,81.2832532843
2006,59,2,1,5,2,2,1,1,5.3010299957,200.5432623247
2003,28,1,3,4,2,2,2,1,5,148.4131591026
2004,61,2,1,2,2,1,2,1,4.6020599913,99.6894636985
2003,34,2,1,2,2,2,2,1,4.7160033436,111.720849361
2005,43,2,1,4,2,1,2,1,5.0293837777,152.8388009912
2006,54,2,1,3,2,1,2,2,4.7634279936,117.1468169148
2005,69,2,1,2,2,1,1,1,4.3533390953,77.737603304
2004,41,2,1,3,2,1,1,1,4.4771212547,87.9810327856
2003,48,2,1,5,2,2,2,1,4.8325089127,125.5254984338
2003,49,2,1,3,2,2,2,1,4.8149131813,123.3361039621
2009,42,2,1,2,2,1,2,1,5.0644579892,158.2946214278
2003,37,2,1,4,2,2,2,1,5.3010299957,200.5432623247
2004,55,2,3,2,2,1,2,1,4.6020599913,99.6894636985
2008,21,1,2,2,2,1,2,2,4.2552725051,70.4760196469
2004,58,2,1,2,2,2,2,1,4.5440680444,94.0727147457
2006,31,1,1,2,2,1,2,2,4.3979400087,81.2832532843
2006,25,1,1,2,2,1,2,1,4.3979400087,81.2832532843
2006,32,1,1,3,2,2,2,1,4.6127838567,100.7642728421
2009,40,1,2,1,2,2,2,1,4.5440680444,94.0727147457
2003,44,2,1,5,2,2,2,2,4.6020599913,99.6894636985
2003,60,2,1,4,2,1,2,1,5.5919801141,268.2662920126
2006,23,1,1,1,2,1,1,1,4.3979400087,81.2832532843
2003,63,2,1,2,2,2,2,2,4.7323937598,113.5670895698
2008,44,1,1,1,2,1,1,2,4.4771212547,87.9810327856
2005,47,2,3,5,2,2,1,1,4.8573324964,128.6804882206
2004,61,2,1,3,2,1,2,1,4.6702458531,106.7239776253
2009,55,2,1,5,2,2,2,2,4.1903316982,66.0446942318
2003,24,1,1,1,2,1,1,2,3.942008053,51.5219563147
2007,42,3,1,2,2,1,2,1,4.4471580313,85.383940379
2006,25,2,1,2,2,2,2,1,4.3424226808,76.8936025176
2004,34,4,1,2,2,1,2,2,4.5051499783,90.4819133566
2009,53,2,1,1,2,2,2,2,4.2206310194,68.076428289
2009,53,2,1,4,2,2,2,1,4.8750612634,130.9821773775
2009,70,2,3,5,2,2,1,2,4.8512583487,127.9012329791
2004,47,2,1,4,2,2,2,1,4.8769103113,131.2245937551
2003,46,2,1,2,2,1,2,1,4.6020599913,99.6894636985
2003,33,4,1,1,2,1,1,1,4.3424226808,76.8936025176
2005,34,2,1,5,2,2,2,1,4.6812412374,107.9039238669
2006,22,1,1,2,2,1,1,2,4.3979400087,81.2832532843
2009,74,2,1,2,2,1,2,1,4.6020599913,99.6894636985
2003,40,2,2,3,2,2,1,1,4.591064607,98.5993438604
2006,45,2,1,4,2,2,2,1,5.3010299957,200.5432623247
2009,43,2,3,4,2,2,2,1,5.0530784435,156.5035108826
2005,33,2,3,4,2,2,2,1,4.976349979,144.9443649805
2009,62,2,2,4,2,2,2,1,4.7781512504,118.8843593399
2008,37,2,1,4,2,2,2,1,4.7993405495,121.4303138226
2004,54,2,1,2,2,2,1,1,4.7160033436,111.720849361
2005,34,2,1,3,2,1,2,2,4.2304489214,68.7480877338
2008,50,1,1,4,2,2,2,1,4.7403626895,114.4757132903
2006,46,4,1,3,2,1,1,1,4.5563025008,95.230712567
2007,41,2,1,1,2,1,2,2,4.4771212547,87.9810327856
2003,63,4,2,3,2,1,1,1,4.163161375,64.2743972206
2007,38,2,1,3,2,1,1,1,4.8573324964,128.6804882206
2006,35,2,1,3,2,1,2,1,4.7403626895,114.4757132903
2009,29,2,1,4,2,2,1,1,4.7242758696,112.6488963421
2008,66,2,1,1,2,1,2,1,4.3979400087,81.2832532843
2004,37,2,1,2,2,2,1,1,4.3293571941,75.8954848228
2006,39,2,2,2,2,2,2,1,4.7197206513,112.1369229922
2003,42,2,1,2,2,1,2,2,4.4471580313,85.383940379
2007,51,4,1,2,2,1,2,1,4.5440680444,94.0727147457
2009,55,2,3,5,2,1,1,1,4.7403626895,114.4757132903
2006,51,2,1,5,2,1,2,1,5.1760912591,176.9896504899
2008,38,2,1,5,2,1,1,1,5.6232172341,276.7784133212
2005,49,2,1,2,2,2,2,1,4.6232492904,101.8243520757
2006,42,2,1,2,2,2,2,2,4.5185139399,91.6992261117
2009,43,5,1,1,2,2,1,2,4.4623979979,86.6951548289
2006,38,2,1,4,2,2,2,1,5.0934216852,162.9464607447
2008,59,2,3,2,2,1,2,1,4.9360107957,139.2137881387
2009,57,2,1,3,2,1,1,1,4.5563025008,95.230712567
2005,25,1,1,2,2,1,1,2,4.2041199827,66.9616443217
2004,49,2,1,4,2,1,1,1,4.8766796104,131.1943236117
2004,41,2,1,1,2,1,2,1,4.5051499783,90.4819133566
2009,38,2,1,2,2,1,2,1,4.7403626895,114.4757132903
2003,61,2,1,5,2,1,2,1,4.3710678623,79.1280844956
2007,49,4,1,2,2,1,1,1,4.6500645612,104.5917379249
2008,52,4,1,5,2,2,2,1,4.8864907252,132.4878211261
2007,43,2,1,5,2,2,2,1,4.9542425094,141.7751723332
2008,60,2,1,4,2,2,2,1,4.8129133566,123.0896998479
2005,46,2,3,5,2,2,2,1,4.903089987,134.7053751189
2004,21,1,1,2,2,2,2,2,4.0211892991,55.7673905085
2009,61,2,1,4,2,1,2,1,4.6720978579,106.9218140912
2007,32,2,2,5,2,2,2,1,4.7781512504,118.8843593399
2004,58,2,1,2,2,2,1,1,4.4771212547,87.9810327856
2003,35,1,1,2,2,2,2,1,4.4878451201,88.9296066368
2004,26,1,2,2,2,2,2,1,4.3979400087,81.2832532843
2006,32,1,2,2,2,1,2,2,4.5440680444,94.0727147457
2003,37,2,1,2,2,2,2,1,4.6720978579,106.9218140912
2007,22,1,3,2,2,1,1,2,4.079181246,59.0970640816
2005,51,1,1,2,2,1,1,2,4.1760912591,65.1108537153
2004,44,4,1,5,2,2,1,1,4.7923916895,120.5894365304
2005,35,2,3,5,2,1,2,1,5.0606978404,157.7005277257
2004,60,2,1,2,2,2,2,1,4.8633228601,129.4536445766
2007,40,2,1,4,2,2,2,1,5.1760912591,176.9896504899
2004,35,1,1,1,2,2,2,2,4.079181246,59.0970640816
2007,35,2,1,5,2,2,2,2,4.5440680444,94.0727147457
2008,47,2,1,2,2,1,2,1,4.903089987,134.7053751189
2003,43,1,1,4,2,2,2,1,4.3979400087,81.2832532843
2003,33,2,1,1,2,1,1,1,4.3979400087,81.2832532843
2003,60,4,1,5,2,1,2,1,5.0334237555,153.457515309
2008,38,2,3,5,2,1,2,1,4.9190780924,136.8763676352
2005,53,2,1,2,2,2,2,2,4.318063335,75.0431540174
2004,55,2,1,3,2,2,2,1,4.8692317197,130.2208323588
2003,57,2,2,2,2,2,1,2,4.6532125138,104.9215065337
2005,64,2,1,4,2,2,1,2,3.903089987,49.5553381215
2007,43,2,1,2,2,1,1,1,4.8195439355,123.908567598
2008,35,2,2,3,2,2,2,1,4.8129133566,123.0896998479
2008,54,2,1,2,2,2,2,2,4.3586960996,78.1551614079
2007,45,2,1,2,2,2,1,1,4.3010299957,73.7757432747
2003,58,4,3,4,2,2,2,1,4.9294189257,138.2991269209
2007,48,2,1,4,2,2,1,2,4.84509804,127.1157438122
2003,46,2,3,1,2,1,2,1,4.2304489214,68.7480877338
2004,46,2,1,2,2,1,2,1,4.4354621206,84.3911147478
2009,55,2,1,1,2,1,2,1,4.4471580313,85.383940379
2006,51,2,1,3,2,1,2,1,4.8573324964,128.6804882206
2005,49,2,1,3,2,1,2,1,4.2552725051,70.4760196469
2008,34,1,1,3,2,1,2,1,4.3424226808,76.8936025176
2007,53,2,1,3,2,1,2,2,5,148.4131591026
2004,40,2,1,3,2,1,2,1,5,148.4131591026
2009,50,2,1,3,2,1,2,1,5.1702617154,175.9608831304
2006,37,4,1,1,2,2,1,1,4.591064607,98.5993438604
2003,39,2,1,3,2,1,2,1,4.9777236053,145.1436011769
2004,52,2,1,4,2,1,1,1,4.6020599913,99.6894636985
2003,50,2,1,2,2,2,2,1,4.9493900066,141.0888743913
2006,48,2,1,4,2,1,2,1,4.8129133566,123.0896998479
2006,47,2,1,2,2,1,2,1,4.8633228601,129.4536445766
2005,27,2,1,4,2,1,2,1,4.7160033436,111.720849361
2006,39,2,1,2,2,1,2,1,4.6434526765,103.9024706032
2009,44,2,2,2,2,2,1,1,4.7781512504,118.8843593399
2003,37,2,2,3,2,1,2,1,5.0211892991,151.5914842398
2006,52,2,1,2,2,1,1,2,4.6232492904,101.8243520757
2004,26,1,3,3,2,1,2,1,4.6020599913,99.6894636985
2008,39,2,3,5,2,1,1,1,4.6020599913,99.6894636985
2006,25,2,2,2,2,1,1,2,4.6020599913,99.6894636985
2005,31,1,1,4,2,2,2,2,4.5440680444,94.0727147457
2004,58,2,1,3,2,1,1,1,5.0253058653,152.2168068271
2005,30,2,1,4,2,2,2,1,4.6532125138,104.9215065337
2004,27,2,1,1,2,1,1,1,4.1760912591,65.1108537153
2003,40,4,1,2,2,1,2,1,4.5563025008,95.230712567
2006,55,2,1,5,2,1,2,1,5.1583624921,173.87949331
2009,35,2,3,5,2,2,2,1,5.264817823,193.411070531
2008,48,2,1,2,2,1,1,2,4.7403626895,114.4757132903
2006,29,1,3,4,2,1,1,1,5.079181246,160.6424754083
2005,25,1,1,3,2,1,2,1,4.494154594,89.492479518
2004,40,2,1,3,2,1,2,1,4.7923916895,120.5894365304
2006,27,2,1,1,2,2,1,2,4.3010299957,73.7757432747
2006,44,2,1,2,2,2,2,1,4.84509804,127.1157438122
2006,49,2,1,3,2,2,2,1,4.7781512504,118.8843593399
2003,22,1,1,3,2,1,1,2,3.5440680444,34.6074177301
2007,45,2,1,3,2,1,1,1,4.7403626895,114.4757132903
2007,33,2,1,3,2,1,2,2,4.4471580313,85.383940379
2007,63,2,2,5,2,2,2,1,5.7631276275,318.3424300565
2006,49,1,2,4,2,1,2,1,4.9542425094,141.7751723332
2005,39,1,1,5,2,2,2,1,4.8750612634,130.9821773775
2007,25,1,4,1,2,1,1,2,4.3010299957,73.7757432747
2005,29,1,1,5,2,2,2,1,4.8750612634,130.9821773775
2006,37,2,1,2,2,1,2,1,4.318063335,75.0431540174
2008,35,2,1,5,2,2,1,1,5.043362278,154.9902602768
2009,46,2,1,2,2,1,1,1,4.6532125138,104.9215065337
2008,58,2,1,4,2,1,2,1,4.2920787721,73.1183069239
2003,39,2,1,5,2,1,2,1,4.8129133566,123.0896998479
2008,41,2,1,4,2,2,2,1,5.0606978404,157.7005277257
2008,29,2,2,4,2,2,2,1,4.3979400087,81.2832532843
2009,37,2,1,4,2,2,1,1,4.6752190796,107.2560621284
2009,62,2,1,2,2,2,1,2,4.3692158574,78.9816745163
2008,27,1,2,2,2,1,2,1,4.3010299957,73.7757432747
2003,37,2,1,2,2,1,1,1,4.5440680444,94.0727147457
2006,56,5,3,4,2,2,1,2,4.6020599913,99.6894636985
2004,36,2,1,3,2,2,2,1,5.1760912591,176.9896504899
2005,23,1,4,2,2,2,2,2,4.3010299957,73.7757432747
2003,46,2,1,3,2,2,2,1,4.6020599913,99.6894636985
2009,26,1,1,3,2,1,2,2,4.5440680444,94.0727147457
2006,43,2,1,1,2,2,2,1,4.5563025008,95.230712567
2007,36,2,1,2,2,2,2,1,4.84509804,127.1157438122
2003,54,5,1,3,2,2,1,1,4.6020599913,99.6894636985
2003,62,2,1,2,2,1,2,1,4.5611013836,95.6888119067
2006,40,2,1,2,2,1,2,1,4.6989700043,109.8339856422
2006,53,2,1,3,2,1,2,1,4.7781512504,118.8843593399
2007,48,2,1,5,2,2,2,1,5.1760912591,176.9896504899
2004,23,2,1,4,2,1,2,2,4.1139433523,61.187526434
2009,34,2,1,2,2,1,2,1,4.3979400087,81.2832532843
2004,43,2,1,4,2,2,2,2,5.5467412584,256.4006495624
2006,55,2,1,2,2,2,1,1,4.3979400087,81.2832532843
2007,59,1,1,2,2,2,2,1,4.3979400087,81.2832532843
2007,60,2,1,2,2,2,2,2,4.0211892991,55.7673905085
2009,49,1,1,2,2,1,2,1,4.3222192947,75.355679318
2006,45,2,3,3,2,1,2,1,4.8750612634,130.9821773775
2006,31,4,1,2,2,1,2,2,3.7781512504,43.735111678
2004,34,1,1,4,2,2,1,1,4.7403626895,114.4757132903
2005,26,1,1,5,2,2,2,1,4.7403626895,114.4757132903
2007,22,1,1,2,2,1,2,2,4.3979400087,81.2832532843
2004,40,2,1,2,2,2,1,2,4.2278867046,68.5721657023
2009,41,2,1,3,2,2,2,1,4.6989700043,109.8339856422
2006,36,1,2,3,2,1,2,1,4.5797835966,97.4932940454
2007,38,2,1,1,2,1,2,2,4.1335389084,62.3983547206
2003,48,2,1,2,2,1,2,2,4.5797835966,97.4932940454
2006,47,2,1,3,2,2,2,1,4.903089987,134.7053751189
2005,47,5,1,1,2,1,1,2,4.1139433523,61.187526434
2007,35,2,1,4,2,2,1,2,4.7781512504,118.8843593399
2008,49,2,3,2,2,2,2,1,4.1760912591,65.1108537153
2004,40,2,1,3,2,2,2,1,4.6989700043,109.8339856422
2004,32,3,3,4,2,1,2,2,4.6532125138,104.9215065337
2008,57,2,1,4,2,1,2,1,4.3010299957,73.7757432747
2008,56,2,1,4,2,1,2,1,4.9542425094,141.7751723332
2009,73,2,1,1,2,1,1,2,4.5051499783,90.4819133566
2007,29,1,1,2,2,1,1,1,4.3010299957,73.7757432747
2003,49,2,3,5,2,1,2,1,4.903089987,134.7053751189
2009,30,1,1,2,2,1,2,1,4.6989700043,109.8339856422
2008,29,2,1,2,2,1,2,1,4.5185139399,91.6992261117
2004,36,2,1,3,2,2,2,2,4.5563025008,95.230712567
2009,39,2,1,5,2,2,2,1,5.0530784435,156.5035108826
2007,48,2,1,4,2,2,2,1,4.6532125138,104.9215065337
2006,45,2,2,4,2,1,2,1,4.6020599913,99.6894636985
2004,50,2,1,4,2,1,1,2,4,54.5981500331
2003,42,2,1,4,2,2,2,1,3.4771212547,32.3664131749
2007,58,2,1,3,2,1,1,2,4.7781512504,118.8843593399
2007,48,2,1,2,2,1,2,1,4.6989700043,109.8339856422
2003,48,2,1,4,2,1,2,1,4.6989700043,109.8339856422
2005,45,2,1,3,2,2,2,1,4.7781512504,118.8843593399
2007,41,4,1,3,2,1,2,1,4.7075701761,110.7826502763
2008,27,1,1,2,2,1,2,1,4.5385737338,93.5572673479
2004,44,2,1,2,2,2,2,1,4.6989700043,109.8339856422
2003,32,2,1,4,2,2,2,1,4.7781512504,118.8843593399
2006,46,2,1,1,2,2,2,1,4.7781512504,118.8843593399
2005,52,2,2,2,2,2,1,2,3.9542425094,52.1561711699
2003,22,1,1,3,2,1,2,2,3.7781512504,43.735111678
2004,53,3,1,2,2,1,2,1,4.7634279936,117.1468169148
2008,34,2,1,5,2,1,1,1,4.7781512504,118.8843593399
2009,38,2,1,2,2,1,2,1,5,148.4131591026
2009,42,2,1,1,2,2,2,1,4.6232492904,101.8243520757
2005,25,1,2,3,2,2,2,1,4.5440680444,94.0727147457
2004,29,1,1,3,2,1,2,1,4.4623979979,86.6951548289
2005,28,2,1,5,2,2,2,1,4.9542425094,141.7751723332
2005,46,2,1,4,2,1,2,1,4.2041199827,66.9616443217
2007,55,2,2,5,2,2,2,1,4.7781512504,118.8843593399
2004,56,2,1,2,2,1,1,2,4.661244609,105.7676396228
2005,41,4,2,2,2,2,1,1,4.7781512504,118.8843593399
2009,61,2,1,5,2,2,2,2,5.1760912591,176.9896504899
2003,47,2,1,2,2,2,2,1,4.1760912591,65.1108537153
2006,52,2,1,3,2,1,2,1,4.4471580313,85.383940379
2004,27,2,1,2,2,1,2,2,4.278753601,72.1504556816
2007,33,1,2,3,2,2,2,1,4.4913616938,89.2428846645
2003,58,1,1,2,2,2,1,1,4.1760912591,65.1108537153
2005,27,2,1,4,2,1,2,1,4.982271233,145.8051633746
2009,52,5,2,2,2,1,2,1,4.4771212547,87.9810327856
2003,45,2,1,5,2,1,2,2,3.7160033436,41.0998036301
2003,22,1,1,2,2,2,2,1,4.2253092817,68.3956538035
2005,25,1,1,3,2,1,1,1,4.3979400087,81.2832532843
2004,25,1,1,2,2,1,2,1,4.3010299957,73.7757432747
2005,41,2,2,1,2,1,2,1,4.8750612634,130.9821773775
2006,54,5,1,4,2,1,2,1,5,148.4131591026
2007,23,2,1,2,2,1,2,1,4.397244581,81.226746312
2006,36,1,1,5,2,1,2,1,4.1461280357,63.1888610037
2004,31,5,1,3,2,1,1,1,4.5440680444,94.0727147457
2006,52,2,1,2,2,2,1,1,4.5289167003,92.6581301669
2007,46,2,2,2,2,2,1,2,4.3424226808,76.8936025176
2007,45,2,1,2,2,1,1,1,4.7781512504,118.8843593399
2009,40,2,1,2,2,1,1,2,4.3802112417,79.8549003093
2004,33,1,3,4,2,2,2,1,4.4623979979,86.6951548289
2007,42,2,1,4,2,2,2,1,4.8976270913,133.9715000707
2007,41,2,1,4,2,2,2,1,4.8325089127,125.5254984338
2007,25,1,4,2,2,1,2,1,4.531478917,92.8958447895
2005,24,4,1,2,2,1,2,1,4.278753601,72.1504556816
2006,24,1,1,3,2,1,2,2,4.7781512504,118.8843593399
2008,51,2,1,2,2,2,1,2,4.2552725051,70.4760196469
2004,41,2,1,2,2,1,2,2,4.84509804,127.1157438122
2009,42,1,1,4,2,2,2,1,4.7403626895,114.4757132903
2005,30,1,1,4,2,1,2,1,4.4771212547,87.9810327856
2009,55,2,3,1,2,1,2,2,4,54.5981500331
2008,23,1,1,2,2,1,2,1,4.4313637642,84.045957654
2003,60,4,1,4,2,2,2,2,4.4471580313,85.383940379
2003,40,2,3,5,2,2,2,1,4.9542425094,141.7751723332
2008,41,1,1,2,2,2,2,1,4.7075701761,110.7826502763
2003,80,2,1,2,2,2,1,1,4.3802112417,79.8549003093
2005,53,2,1,2,2,2,2,1,4.5797835966,97.4932940454
2004,40,1,1,2,2,1,2,2,5.1461280357,171.7651326275
2009,35,2,1,3,2,1,1,1,4.9234875284,137.4812478317
2009,55,2,1,1,2,1,1,1,4.3222192947,75.355679318
2008,24,1,1,2,2,2,2,1,4.3010299957,73.7757432747
2007,39,2,1,4,2,2,2,1,5,148.4131591026
2003,30,2,1,5,2,1,2,1,4.5563025008,95.230712567
2005,68,2,1,2,2,1,1,1,4.4771212547,87.9810327856
2004,54,2,2,2,2,2,1,1,4.6989700043,109.8339856422
2008,27,1,1,4,2,1,2,2,4.3979400087,81.2832532843
